INFO 2025-05-04 15:50:53,069 autoreload Watching for file changes with StatReloader
WARNING 2025-05-04 18:00:05,785 log Method Not Allowed: /api/login/
WARNING 2025-05-04 18:00:05,790 basehttp "GET /api/login/ HTTP/1.1" 405 13523
INFO 2025-05-04 18:00:14,599 backends User S-1-5-21-550850760-2695552310-605195006-1001 authenticated successfully from IP: 127.0.0.1
INFO 2025-05-04 18:00:14,636 basehttp "POST /api/login/ HTTP/1.1" 200 14006
INFO 2025-05-04 18:00:33,361 backends User S-1-5-21-550850760-2695552310-605195006-1001 authenticated successfully from IP: 127.0.0.1
INFO 2025-05-04 18:00:33,393 basehttp "POST /api/login/ HTTP/1.1" 200 277
INFO 2025-05-04 18:01:27,206 basehttp "GET /api/users/S-1-5-21-550850760-2695552310-605195006-1001/ HTTP/1.1" 200 1056
INFO 2025-05-04 18:01:27,487 basehttp "GET /api/users/S-1-5-21-550850760-2695552310-605195006-1001/ HTTP/1.1" 200 1056
INFO 2025-05-04 18:01:27,595 basehttp "GET /api/users/S-1-5-21-550850760-2695552310-605195006-1001/ HTTP/1.1" 200 1056
INFO 2025-05-04 18:01:40,229 backends User S-1-5-21-550850760-2695552310-605195006-1001 authenticated successfully from IP: 127.0.0.1
INFO 2025-05-04 18:01:40,269 basehttp "POST /api/login/ HTTP/1.1" 200 277
INFO 2025-05-04 18:03:48,688 basehttp "GET /api/users/S-1-5-21-550850760-2695552310-605195006-1001/ HTTP/1.1" 200 1056
INFO 2025-05-04 18:03:48,750 basehttp "GET /api/users/S-1-5-21-550850760-2695552310-605195006-1001/ HTTP/1.1" 200 1056
INFO 2025-05-04 18:03:48,913 basehttp "GET /api/users/S-1-5-21-550850760-2695552310-605195006-1001/ HTTP/1.1" 200 1056
INFO 2025-05-04 18:04:05,310 backends User S-1-5-21-550850760-2695552310-605195006-1001 authenticated successfully from IP: 127.0.0.1
INFO 2025-05-04 18:04:05,351 basehttp "POST /api/login/ HTTP/1.1" 200 277
INFO 2025-05-04 18:19:32,206 autoreload C:\Users\CybExplore\OneDrive\Dokumente\Final-Year-Projects\Remote-Windows-Analysis\Server\backend\accounts\notifications.py changed, reloading.
INFO 2025-05-04 18:19:44,055 autoreload Watching for file changes with StatReloader
WARNING 2025-05-04 18:34:52,804 log Not Found: /api/logout/
WARNING 2025-05-04 18:34:52,904 log Not Found: /api/logout/
WARNING 2025-05-04 18:34:53,035 basehttp "POST /api/logout/ HTTP/1.1" 404 10864
WARNING 2025-05-04 18:34:53,141 basehttp "POST /api/logout/ HTTP/1.1" 404 10864
WARNING 2025-05-04 18:34:56,107 log Not Found: /api/logout/
WARNING 2025-05-04 18:34:56,154 log Not Found: /api/logout/
WARNING 2025-05-04 18:34:56,157 basehttp "POST /api/logout/ HTTP/1.1" 404 10864
WARNING 2025-05-04 18:34:56,171 basehttp "POST /api/logout/ HTTP/1.1" 404 10864
WARNING 2025-05-04 18:35:14,484 log Not Found: /api/logout/
WARNING 2025-05-04 18:35:14,516 log Not Found: /api/logout/
WARNING 2025-05-04 18:35:14,524 basehttp "POST /api/logout/ HTTP/1.1" 404 10864
WARNING 2025-05-04 18:35:14,530 basehttp "POST /api/logout/ HTTP/1.1" 404 10864
WARNING 2025-05-04 18:35:20,339 log Not Found: /api/logout/
WARNING 2025-05-04 18:35:20,365 log Not Found: /api/logout/
WARNING 2025-05-04 18:35:20,394 basehttp "POST /api/logout/ HTTP/1.1" 404 10864
WARNING 2025-05-04 18:35:20,395 basehttp "POST /api/logout/ HTTP/1.1" 404 10864
WARNING 2025-05-04 18:35:24,331 log Not Found: /api/logout/
WARNING 2025-05-04 18:35:24,359 log Not Found: /api/logout/
WARNING 2025-05-04 18:35:24,361 basehttp "POST /api/logout/ HTTP/1.1" 404 10864
WARNING 2025-05-04 18:35:24,377 basehttp "POST /api/logout/ HTTP/1.1" 404 10864
WARNING 2025-05-04 18:39:57,487 log Not Found: /api/logout/
WARNING 2025-05-04 18:39:57,509 basehttp "POST /api/logout/ HTTP/1.1" 404 10864
WARNING 2025-05-04 18:39:57,526 log Not Found: /api/logout/
WARNING 2025-05-04 18:39:57,533 basehttp "POST /api/logout/ HTTP/1.1" 404 10864
WARNING 2025-05-04 18:40:33,783 log Not Found: /api/logout/
WARNING 2025-05-04 18:40:33,809 log Not Found: /api/logout/
WARNING 2025-05-04 18:40:33,813 basehttp "POST /api/logout/ HTTP/1.1" 404 10864
WARNING 2025-05-04 18:40:33,828 basehttp "POST /api/logout/ HTTP/1.1" 404 10864
WARNING 2025-05-04 18:40:39,011 log Not Found: /api/logout/
WARNING 2025-05-04 18:40:39,014 log Not Found: /api/logout/
WARNING 2025-05-04 18:40:39,021 basehttp "POST /api/logout/ HTTP/1.1" 404 10864
WARNING 2025-05-04 18:40:39,026 basehttp "POST /api/logout/ HTTP/1.1" 404 10864
WARNING 2025-05-04 18:40:42,626 log Not Found: /api/logout/
WARNING 2025-05-04 18:40:42,657 log Not Found: /api/logout/
WARNING 2025-05-04 18:40:42,835 basehttp "POST /api/logout/ HTTP/1.1" 404 10864
WARNING 2025-05-04 18:40:42,846 basehttp "POST /api/logout/ HTTP/1.1" 404 10864
WARNING 2025-05-04 18:41:30,626 log Not Found: /learner/dashboard/
WARNING 2025-05-04 18:41:31,155 basehttp "GET /learner/dashboard/ HTTP/1.1" 404 3522
INFO 2025-05-04 18:42:06,534 backends User S-1-5-21-550850760-2695552310-605195006-1001 authenticated successfully from IP: 127.0.0.1
INFO 2025-05-04 18:42:06,597 basehttp "POST /api/login/ HTTP/1.1" 200 277
INFO 2025-05-04 18:43:34,982 basehttp "OPTIONS /api/logout/ HTTP/1.1" 200 0
INFO 2025-05-04 18:43:35,061 basehttp "OPTIONS /api/logout/ HTTP/1.1" 200 0
WARNING 2025-05-04 18:43:35,506 log Not Found: /api/logout/
WARNING 2025-05-04 18:43:35,780 basehttp "POST /api/logout/ HTTP/1.1" 404 10864
WARNING 2025-05-04 18:43:35,829 log Not Found: /api/logout/
WARNING 2025-05-04 18:43:35,976 basehttp "POST /api/logout/ HTTP/1.1" 404 10864
WARNING 2025-05-04 18:50:01,349 log Not Found: /api/logout/
WARNING 2025-05-04 18:50:01,359 basehttp "POST /api/logout/ HTTP/1.1" 404 10864
WARNING 2025-05-04 18:50:01,411 log Not Found: /api/logout/
WARNING 2025-05-04 18:50:01,414 basehttp "POST /api/logout/ HTTP/1.1" 404 10864
WARNING 2025-05-04 18:50:06,219 log Not Found: /api/logout/
WARNING 2025-05-04 18:50:06,251 log Not Found: /api/logout/
WARNING 2025-05-04 18:50:06,265 basehttp "POST /api/logout/ HTTP/1.1" 404 10864
WARNING 2025-05-04 18:50:06,293 basehttp "POST /api/logout/ HTTP/1.1" 404 10864
WARNING 2025-05-04 18:51:37,509 log Not Found: /api/logout/
WARNING 2025-05-04 18:51:37,520 log Not Found: /api/logout/
WARNING 2025-05-04 18:51:37,791 basehttp "POST /api/logout/ HTTP/1.1" 404 10864
WARNING 2025-05-04 18:51:38,343 basehttp "POST /api/logout/ HTTP/1.1" 404 10864
WARNING 2025-05-04 18:51:47,224 log Not Found: /api/logout/
WARNING 2025-05-04 18:51:47,275 log Not Found: /api/logout/
WARNING 2025-05-04 18:51:47,322 basehttp "POST /api/logout/ HTTP/1.1" 404 10864
WARNING 2025-05-04 18:51:47,495 basehttp "POST /api/logout/ HTTP/1.1" 404 10864
WARNING 2025-05-04 18:54:02,651 log Not Found: /api/logout/
WARNING 2025-05-04 18:54:02,755 log Not Found: /api/logout/
WARNING 2025-05-04 18:54:03,091 basehttp "POST /api/logout/ HTTP/1.1" 404 10864
WARNING 2025-05-04 18:54:03,534 basehttp "POST /api/logout/ HTTP/1.1" 404 10864
WARNING 2025-05-04 18:54:06,548 log Not Found: /api/logout/
WARNING 2025-05-04 18:54:06,562 basehttp "POST /api/logout/ HTTP/1.1" 404 10864
INFO 2025-05-04 19:00:52,963 backends User S-1-5-21-550850760-2695552310-605195006-1001 authenticated successfully from IP: 127.0.0.1
INFO 2025-05-04 19:00:53,010 basehttp "POST /api/login/ HTTP/1.1" 200 277
INFO 2025-05-04 19:04:51,585 autoreload C:\Users\CybExplore\OneDrive\Dokumente\Final-Year-Projects\Remote-Windows-Analysis\Server\backend\accounts\views.py changed, reloading.
INFO 2025-05-04 19:05:03,990 autoreload Watching for file changes with StatReloader
INFO 2025-05-04 19:05:20,043 autoreload C:\Users\CybExplore\OneDrive\Dokumente\Final-Year-Projects\Remote-Windows-Analysis\Server\backend\accounts\views.py changed, reloading.
INFO 2025-05-04 19:05:28,796 autoreload Watching for file changes with StatReloader
INFO 2025-05-04 19:05:56,188 autoreload C:\Users\CybExplore\OneDrive\Dokumente\Final-Year-Projects\Remote-Windows-Analysis\Server\backend\accounts\urls.py changed, reloading.
INFO 2025-05-04 19:06:05,632 autoreload Watching for file changes with StatReloader
INFO 2025-05-04 19:08:29,139 autoreload C:\Users\CybExplore\OneDrive\Dokumente\Final-Year-Projects\Remote-Windows-Analysis\Server\backend\server\urls.py changed, reloading.
INFO 2025-05-04 19:08:34,813 autoreload Watching for file changes with StatReloader
INFO 2025-05-04 19:09:03,476 autoreload Watching for file changes with StatReloader
INFO 2025-05-04 19:12:13,378 backends User S-1-5-21-550850760-2695552310-605195006-1001 authenticated successfully from IP: 127.0.0.1
INFO 2025-05-04 19:12:13,430 basehttp "POST /api/login/ HTTP/1.1" 200 277
INFO 2025-05-04 19:16:08,775 basehttp "OPTIONS /api/login/ HTTP/1.1" 200 0
INFO 2025-05-04 19:16:13,297 backends User S-1-5-21-550850760-2695552310-605195006-1001 authenticated successfully from IP: 127.0.0.1
INFO 2025-05-04 19:16:13,339 basehttp "POST /api/login/ HTTP/1.1" 200 277
INFO 2025-05-04 19:19:37,706 backends User S-1-5-21-550850760-2695552310-605195006-1001 authenticated successfully from IP: 127.0.0.1
INFO 2025-05-04 19:19:37,792 basehttp "POST /api/login/ HTTP/1.1" 200 277
INFO 2025-05-04 19:22:43,380 backends User S-1-5-21-550850760-2695552310-605195006-1001 authenticated successfully from IP: 127.0.0.1
INFO 2025-05-04 19:22:43,437 basehttp "POST /api/login/ HTTP/1.1" 200 277
INFO 2025-05-04 19:23:43,447 backends User S-1-5-21-550850760-2695552310-605195006-1001 authenticated successfully from IP: 127.0.0.1
INFO 2025-05-04 19:23:43,492 basehttp "POST /api/login/ HTTP/1.1" 200 277
INFO 2025-05-04 19:26:40,212 basehttp "OPTIONS /api/users/S-1-5-21-550850760-2695552310-605195006-1001/ HTTP/1.1" 200 0
INFO 2025-05-04 19:26:40,220 basehttp "OPTIONS /api/users/S-1-5-21-550850760-2695552310-605195006-1001/ HTTP/1.1" 200 0
INFO 2025-05-04 19:26:40,300 basehttp "GET /api/users/S-1-5-21-550850760-2695552310-605195006-1001/ HTTP/1.1" 200 1056
INFO 2025-05-04 19:26:40,346 basehttp "GET /api/users/S-1-5-21-550850760-2695552310-605195006-1001/ HTTP/1.1" 200 1056
INFO 2025-05-04 19:26:41,254 basehttp "GET /api/users/S-1-5-21-550850760-2695552310-605195006-1001/ HTTP/1.1" 200 1056
INFO 2025-05-04 19:26:59,254 basehttp "GET /api/users/S-1-5-21-550850760-2695552310-605195006-1001/ HTTP/1.1" 200 1056
INFO 2025-05-04 19:27:23,729 backends User S-1-5-21-550850760-2695552310-605195006-1001 authenticated successfully from IP: 127.0.0.1
INFO 2025-05-04 19:27:23,766 basehttp "POST /api/login/ HTTP/1.1" 200 277
